"ITTER107","TIPO_DATO15","SEXISTAT1","ETA1","STATCIV2","TIME","Value","Flag Codes"
"012045","JAN","9","TOTAL","99","2015",1994,
"012045","JAN","9","TOTAL","99","2016",1999,
"012045","JAN","9","TOTAL","99","2017",2006,
"012045","JAN","9","TOTAL","99","2018",1993,
"019026","JAN","9","TOTAL","99","2014",5790,
"019026","JAN","9","TOTAL","99","2015",5791,
"019026","JAN","9","TOTAL","99","2016",5727,
"019026","JAN","9","TOTAL","99","2017",5715,
"019026","JAN","9","TOTAL","99","2018",5685,
"019027","JAN","9","TOTAL","99","2014",329,
"019027","JAN","9","TOTAL","99","2015",326,
"019027","JAN","9","TOTAL","99","2016",309,
"019027","JAN","9","TOTAL","99","2017",301,
"019027","JAN","9","TOTAL","99","2018",284,
"017043","JAN","9","TOTAL","99","2014",11446,
"017043","JAN","9","TOTAL","99","2015",11411,
"017043","JAN","9","TOTAL","99","2016",11457,
"017043","JAN","9","TOTAL","99","2017",11443,
"017043","JAN","9","TOTAL","99","2018",11482,
"098014","JAN","9","TOTAL","99","2014",4809,
"098014","JAN","9","TOTAL","99","2015",4739,
"098014","JAN","9","TOTAL","99","2016",4683,
"098014","JAN","9","TOTAL","99","2017",4665,
"098014","JAN","9","TOTAL","99","2018",4651,
"020017","JAN","9","TOTAL","99","2014",22963,
"020017","JAN","9","TOTAL","99","2015",23157,
"020017","JAN","9","TOTAL","99","2016",23212,
"020017","JAN","9","TOTAL","99","2017",23274,
"020017","JAN","9","TOTAL","99","2018",23570,
"013060","JAN","9","TOTAL","99","2014",1146,
"013060","JAN","9","TOTAL","99","2015",1149,
"013060","JAN","9","TOTAL","99","2016",1182,
"013060","JAN","9","TOTAL","99","2017",1202,
"013060","JAN","9","TOTAL","99","2018",1217,
"012046","JAN","9","TOTAL","99","2014",7845,
"012046","JAN","9","TOTAL","99","2015",7754,
"012046","JAN","9","TOTAL","99","2016",7753,
"012046","JAN","9","TOTAL","99","2017",7719,
"012046","JAN","9","TOTAL","99","2018",7669,
"014015","JAN","9","TOTAL","99","2014",1557,
"014015","JAN","9","TOTAL","99","2015",1558,
"014015","JAN","9","TOTAL","99","2016",1575,
"014015","JAN","9","TOTAL","99","2017",1569,
"014015","JAN","9","TOTAL","99","2018",1575,
"016064","JAN","9","TOTAL","99","2014",3433,
"016064","JAN","9","TOTAL","99","2015",3440,
"016064","JAN","9","TOTAL","99","2016",3452,
"016064","JAN","9","TOTAL","99","2017",3416,
"016064","JAN","9","TOTAL","99","2018",3419,
"098015","JAN","9","TOTAL","99","2014",2709,
"098015","JAN","9","TOTAL","99","2015",2728,
"098015","JAN","9","TOTAL","99","2016",2740,
"098015","JAN","9","TOTAL","99","2017",2795,
"098015","JAN","9","TOTAL","99","2018",2836,
"017044","JAN","9","TOTAL","99","2014",1864,
"017044","JAN","9","TOTAL","99","2015",1807,
"017044","JAN","9","TOTAL","99","2016",1778,
"017044","JAN","9","TOTAL","99","2017",1713,
"017044","JAN","9","TOTAL","99","2018",1710,
"017045","JAN","9","TOTAL","99","2014",7102,
"017045","JAN","9","TOTAL","99","2015",7095,
"017045","JAN","9","TOTAL","99","2016",7116,
"017045","JAN","9","TOTAL","99","2017",7139,
"017045","JAN","9","TOTAL","99","2018",7196,
"016065","JAN","9","TOTAL","99","2014",1383,
"016065","JAN","9","TOTAL","99","2015",1376,
"016065","JAN","9","TOTAL","99","2016",1356,
"016065","JAN","9","TOTAL","99","2017",1331,
"016065","JAN","9","TOTAL","99","2018",1306,
"012047","JAN","9","TOTAL","99","2014",5269,
"012047","JAN","9","TOTAL","99","2015",5257,
"012047","JAN","9","TOTAL","99","2016",5268,
"012047","JAN","9","TOTAL","99","2017",5240,
"012047","JAN","9","TOTAL","99","2018",5253,
"018041","JAN","9","TOTAL","99","2014",6732,
"018041","JAN","9","TOTAL","99","2015",6746,
"018041","JAN","9","TOTAL","99","2016",6707,
"018041","JAN","9","TOTAL","99","2017",6753,
"018041","JAN","9","TOTAL","99","2018",6766,
"098016","JAN","9","TOTAL","99","2014",842,
"098016","JAN","9","TOTAL","99","2015",833,
"098016","JAN","9","TOTAL","99","2016",830,
"098016","JAN","9","TOTAL","99","2017",835,
"098016","JAN","9","TOTAL","99","2018",848,
"013061","JAN","9","TOTAL","99","2014",2962,
"013061","JAN","9","TOTAL","99","2015",2953,
"013061","JAN","9","TOTAL","99","2016",2973,
"013061","JAN","9","TOTAL","99","2017",3001,
"013062","JAN","9","TOTAL","99","2014",235,
"013062","JAN","9","TOTAL","99","2015",228,
"013062","JAN","9","TOTAL","99","2016",227,
"013062","JAN","9","TOTAL","99","2017",218,
"013062","JAN","9","TOTAL","99","2018",212,
"012048","JAN","9","TOTAL","99","2014",5848,
"012048","JAN","9","TOTAL","99","2015",5823,
"012048","JAN","9","TOTAL","99","2016",5819,
"012048","JAN","9","TOTAL","99","2017",5811,
"012048","JAN","9","TOTAL","99","2018",5834,
"098017","JAN","9","TOTAL","99","2014",2220,
"098017","JAN","9","TOTAL","99","2015",2248,
"098017","JAN","9","TOTAL","99","2016",2248,
"098017","JAN","9","TOTAL","99","2017",2225,
"098017","JAN","9","TOTAL","99","2018",2229,
"108017","JAN","9","TOTAL","99","2014",7141,
"108017","JAN","9","TOTAL","99","2015",7245,
"108017","JAN","9","TOTAL","99","2016",7261,
"108017","JAN","9","TOTAL","99","2017",7323,
"108017","JAN","9","TOTAL","99","2018",7350,
"016066","JAN","9","TOTAL","99","2014",2599,
"016066","JAN","9","TOTAL","99","2015",2627,
"016066","JAN","9","TOTAL","99","2016",2624,
"016066","JAN","9","TOTAL","99","2017",2620,
"016066","JAN","9","TOTAL","99","2018",2587,
"020018","JAN","9","TOTAL","99","2014",3956,
"020018","JAN","9","TOTAL","99","2015",3904,
"020018","JAN","9","TOTAL","99","2016",3919,
"020018","JAN","9","TOTAL","99","2017",3857,
"020018","JAN","9","TOTAL","99","2018",3828,
"012049","JAN","9","TOTAL","99","2014",825,
"012049","JAN","9","TOTAL","99","2015",815,
"012049","JAN","9","TOTAL","99","2016",827,
"012049","JAN","9","TOTAL","99","2017",815,
"012049","JAN","9","TOTAL","99","2018",807,
"017046","JAN","9","TOTAL","99","2014",11081,
"017046","JAN","9","TOTAL","99","2015",10967,
"017046","JAN","9","TOTAL","99","2016",10996,
"017046","JAN","9","TOTAL","99","2017",10941,
"017046","JAN","9","TOTAL","99","2018",10933,
"016067","JAN","9","TOTAL","99","2014",1633,
"016067","JAN","9","TOTAL","99","2015",1661,
"016067","JAN","9","TOTAL","99","2016",1675,
"016067","JAN","9","TOTAL","99","2017",1680,
"016067","JAN","9","TOTAL","99","2018",1670,
"014016","JAN","9","TOTAL","99","2014",457,
"014016","JAN","9","TOTAL","99","2015",471,
"014016","JAN","9","TOTAL","99","2016",460,
"014016","JAN","9","TOTAL","99","2017",456,
"014016","JAN","9","TOTAL","99","2018",442,
"016068","JAN","9","TOTAL","99","2014",2546,
"016068","JAN","9","TOTAL","99","2015",2549,
"016068","JAN","9","TOTAL","99","2016",2545,
"016068","JAN","9","TOTAL","99","2017",2570,
"016068","JAN","9","TOTAL","99","2018",2571,
"016069","JAN","9","TOTAL","99","2014",3606,
"016069","JAN","9","TOTAL","99","2015",3688,
"016069","JAN","9","TOTAL","99","2016",3745,
"016069","JAN","9","TOTAL","99","2017",3790,
"016069","JAN","9","TOTAL","99","2018",3825,
"016070","JAN","9","TOTAL","99","2014",4273,
"016070","JAN","9","TOTAL","99","2015",4276,
"016070","JAN","9","TOTAL","99","2016",4300,
"016070","JAN","9","TOTAL","99","2017",4268,
"016070","JAN","9","TOTAL","99","2018",4267,
"013063","JAN","9","TOTAL","99","2014",531,
"013063","JAN","9","TOTAL","99","2015",540,
"013063","JAN","9","TOTAL","99","2016",557,
"013063","JAN","9","TOTAL","99","2017",549,
"013063","JAN","9","TOTAL","99","2018",551,
"018043","JAN","9","TOTAL","99","2014",2048,
"018043","JAN","9","TOTAL","99","2015",2081,
"018043","JAN","9","TOTAL","99","2016",2154,
"018043","JAN","9","TOTAL","99","2017",2192,
"018043","JAN","9","TOTAL","99","2018",2227,
"014017","JAN","9","TOTAL","99","2014",772,
"014017","JAN","9","TOTAL","99","2015",789,
"014017","JAN","9","TOTAL","99","2016",784,
"014017","JAN","9","TOTAL","99","2017",780,
"014017","JAN","9","TOTAL","99","2018",760,
"020019","JAN","9","TOTAL","99","2014",2682,
"020019","JAN","9","TOTAL","99","2015",2695,
"020019","JAN","9","TOTAL","99","2016",2671,
"020019","JAN","9","TOTAL","99","2017",2634,
"020019","JAN","9","TOTAL","99","2018",2609,
"016071","JAN","9","TOTAL","99","2014",1639,
"016071","JAN","9","TOTAL","99","2015",1639,
"016071","JAN","9","TOTAL","99","2016",1610,
"016071","JAN","9","TOTAL","99","2017",1597,
"016071","JAN","9","TOTAL","99","2018",1597,
"018044","JAN","9","TOTAL","99","2014",196,
"018044","JAN","9","TOTAL","99","2015",192,
"018044","JAN","9","TOTAL","99","2016",196,
"018044","JAN","9","TOTAL","99","2017",188,
"018044","JAN","9","TOTAL","99","2018",195,
"018045","JAN","9","TOTAL","99","2014",743,
"018045","JAN","9","TOTAL","99","2015",748,
"018045","JAN","9","TOTAL","99","2016",735,
"018045","JAN","9","TOTAL","99","2017",724,
"018045","JAN","9","TOTAL","99","2018",719,
"108018","JAN","9","TOTAL","99","2014",6463,
"108018","JAN","9","TOTAL","99","2015",6528,
"108018","JAN","9","TOTAL","99","2016",6516,
"108018","JAN","9","TOTAL","99","2017",6519,
"108018","JAN","9","TOTAL","99","2018",6526,
"013064","JAN","9","TOTAL","99","2014",9193,
"013064","JAN","9","TOTAL","99","2015",9245,
"013064","JAN","9","TOTAL","99","2016",9144,
"013064","JAN","9","TOTAL","99","2017",9218,
"013064","JAN","9","TOTAL","99","2018",9187,
"013065","JAN","9","TOTAL","99","2014",6849,
"013065","JAN","9","TOTAL","99","2015",6776,
"013065","JAN","9","TOTAL","99","2016",6745,
"013065","JAN","9","TOTAL","99","2017",6771,
"013065","JAN","9","TOTAL","99","2018",6718,
"097020","JAN","9","TOTAL","99","2014",3842,
"097020","JAN","9","TOTAL","99","2015",3825,
"097020","JAN","9","TOTAL","99","2016",3876,
"097020","JAN","9","TOTAL","99","2017",3891,
"097020","JAN","9","TOTAL","99","2018",3857,
"015070","JAN","9","TOTAL","99","2014",32527,
"015070","JAN","9","TOTAL","99","2015",33009,
"015070","JAN","9","TOTAL","99","2016",33436,
"015070","JAN","9","TOTAL","99","2017",33867,
"015070","JAN","9","TOTAL","99","2018",34341,
"015071","JAN","9","TOTAL","99","2014",5036,
"015071","JAN","9","TOTAL","99","2015",5070,
"015071","JAN","9","TOTAL","99","2016",5061,
"015071","JAN","9","TOTAL","99","2017",5119,
"015071","JAN","9","TOTAL","99","2018",5084,
"015072","JAN","9","TOTAL","99","2014",15235,
"015072","JAN","9","TOTAL","99","2015",15243,
"015072","JAN","9","TOTAL","99","2016",15257,
"015072","JAN","9","TOTAL","99","2017",15224,
"015072","JAN","9","TOTAL","99","2018",15211,
"018046","JAN","9","TOTAL","99","2014",5234,
"018046","JAN","9","TOTAL","99","2015",5304,
"018046","JAN","9","TOTAL","99","2016",5452,
"018046","JAN","9","TOTAL","99","2017",5391,
"018046","JAN","9","TOTAL","99","2018",5435,
"017049","JAN","9","TOTAL","99","2014",656,
"017049","JAN","9","TOTAL","99","2015",662,
"017049","JAN","9","TOTAL","99","2016",660,
"017049","JAN","9","TOTAL","99","2017",663,
"017049","JAN","9","TOTAL","99","2018",656,
"018047","JAN","9","TOTAL","99","2014",1242,
"018047","JAN","9","TOTAL","99","2015",1228,
"018047","JAN","9","TOTAL","99","2016",1204,
"018047","JAN","9","TOTAL","99","2017",1245,
"018047","JAN","9","TOTAL","99","2018",1242,
"098018","JAN","9","TOTAL","99","2014",2153,
"098018","JAN","9","TOTAL","99","2015",2193,
"098018","JAN","9","TOTAL","99","2016",2182,
"098018","JAN","9","TOTAL","99","2017",2165,
"098018","JAN","9","TOTAL","99","2018",2209,
"097021","JAN","9","TOTAL","99","2014",2406,
"097021","JAN","9","TOTAL","99","2015",2411,
"097021","JAN","9","TOTAL","99","2016",2370,
"097021","JAN","9","TOTAL","99","2017",2378,
"097021","JAN","9","TOTAL","99","2018",2399,
"015074","JAN","9","TOTAL","99","2014",23592,
"015074","JAN","9","TOTAL","99","2015",23535,
"015074","JAN","9","TOTAL","99","2016",23792,
"015074","JAN","9","TOTAL","99","2017",23755,
"015074","JAN","9","TOTAL","99","2018",23667,
"108019","JAN","9","TOTAL","99","2014",38027,
"108019","JAN","9","TOTAL","99","2015",38203,
"108019","JAN","9","TOTAL","99","2016",38391,
"108019","JAN","9","TOTAL","99","2017",38614,
"108019","JAN","9","TOTAL","99","2018",38637,
"015076","JAN","9","TOTAL","99","2014",14146,
"015076","JAN","9","TOTAL","99","2015",14200,
"015076","JAN","9","TOTAL","99","2016",14215,
"015076","JAN","9","TOTAL","99","2017",14278,
"015076","JAN","9","TOTAL","99","2018",14377,
"017050","JAN","9","TOTAL","99","2014",1938,
"017050","JAN","9","TOTAL","99","2015",1920,
"017050","JAN","9","TOTAL","99","2016",1912,
"017050","JAN","9","TOTAL","99","2017",1912,
"017050","JAN","9","TOTAL","99","2018",1886,
"017051","JAN","9","TOTAL","99","2014",911,
"017051","JAN","9","TOTAL","99","2015",907,
"017051","JAN","9","TOTAL","99","2016",898,
"017051","JAN","9","TOTAL","99","2017",887,
"017051","JAN","9","TOTAL","99","2018",865,
"017058","JAN","9","TOTAL","99","2014",2174,
"017058","JAN","9","TOTAL","99","2015",2128,
"017058","JAN","9","TOTAL","99","2016",2108,
"017058","JAN","9","TOTAL","99","2017",2148,
"017058","JAN","9","TOTAL","99","2018",2106,
"017059","JAN","9","TOTAL","99","2014",7652,
"017059","JAN","9","TOTAL","99","2015",7653,
"017059","JAN","9","TOTAL","99","2016",7667,
"017059","JAN","9","TOTAL","99","2017",7609,
"017059","JAN","9","TOTAL","99","2018",7534,
"016079","JAN","9","TOTAL","99","2014",11014,
"016079","JAN","9","TOTAL","99","2015",11097,
"016079","JAN","9","TOTAL","99","2016",11133,
"016079","JAN","9","TOTAL","99","2017",11133,
"016079","JAN","9","TOTAL","99","2018",11180,
"015081","JAN","9","TOTAL","99","2014",47544,
"015081","JAN","9","TOTAL","99","2015",47942,
"015081","JAN","9","TOTAL","99","2016",47971,
"015081","JAN","9","TOTAL","99","2017",47751,
"015081","JAN","9","TOTAL","99","2018",47720,
"013074","JAN","9","TOTAL","99","2014",528,
"013074","JAN","9","TOTAL","99","2015",517,
"013074","JAN","9","TOTAL","99","2016",504,
"013074","JAN","9","TOTAL","99","2017",505,
"013074","JAN","9","TOTAL","99","2018",508,
"014023","JAN","9","TOTAL","99","2014",1444,
"014023","JAN","9","TOTAL","99","2015",1431,
"014023","JAN","9","TOTAL","99","2016",1410,
"014023","JAN","9","TOTAL","99","2017",1408,
"014023","JAN","9","TOTAL","99","2018",1423,
"015082","JAN","9","TOTAL","99","2014",2068,
"015082","JAN","9","TOTAL","99","2015",2077,
"015082","JAN","9","TOTAL","99","2016",2100,
"015082","JAN","9","TOTAL","99","2017",2079,
"015082","JAN","9","TOTAL","99","2018",2105,
"016080","JAN","9","TOTAL","99","2014",1669,
"016080","JAN","9","TOTAL","99","2015",1671,
"016080","JAN","9","TOTAL","99","2016",1668,
"016080","JAN","9","TOTAL","99","2017",1634,
"016080","JAN","9","TOTAL","99","2018",1638,
"012054","JAN","9","TOTAL","99","2014",1171,
"012054","JAN","9","TOTAL","99","2015",1130,
"012054","JAN","9","TOTAL","99","2016",1164,
"012054","JAN","9","TOTAL","99","2017",1150,
"012054","JAN","9","TOTAL","99","2018",1170,
"098020","JAN","9","TOTAL","99","2014",2223,
"098020","JAN","9","TOTAL","99","2015",2243,
"098020","JAN","9","TOTAL","99","2016",2244,
"098020","JAN","9","TOTAL","99","2017",2290,
"098020","JAN","9","TOTAL","99","2018",2301,
"012055","JAN","9","TOTAL","99","2014",2762,
"012055","JAN","9","TOTAL","99","2015",2784,
"012055","JAN","9","TOTAL","99","2016",2803,
"012055","JAN","9","TOTAL","99","2017",2843,
"012055","JAN","9","TOTAL","99","2018",2904,
"017060","JAN","9","TOTAL","99","2014",3842,
"017060","JAN","9","TOTAL","99","2015",3783,
"017060","JAN","9","TOTAL","99","2016",3803,
"017060","JAN","9","TOTAL","99","2017",3869,
"017060","JAN","9","TOTAL","99","2018",3919,
"020020","JAN","9","TOTAL","99","2014",1153,
"020020","JAN","9","TOTAL","99","2015",1125,
"020020","JAN","9","TOTAL","99","2016",1094,
"020020","JAN","9","TOTAL","99","2017",1098,
"020020","JAN","9","TOTAL","99","2018",1108,
"016081","JAN","9","TOTAL","99","2014",4271,
"016081","JAN","9","TOTAL","99","2015",4279,
"016081","JAN","9","TOTAL","99","2016",4331,
"016081","JAN","9","TOTAL","99","2017",4364,
"016081","JAN","9","TOTAL","99","2018",4389,
"017061","JAN","9","TOTAL","99","2014",15340,
"017061","JAN","9","TOTAL","99","2015",15442,
"017061","JAN","9","TOTAL","99","2016",15465,
"017061","JAN","9","TOTAL","99","2017",15649,
"017061","JAN","9","TOTAL","99","2018",15672,
"108021","JAN","9","TOTAL","99","2014",15547,
"108021","JAN","9","TOTAL","99","2015",15633,
"108021","JAN","9","TOTAL","99","2016",15631,
"108021","JAN","9","TOTAL","99","2017",15608,
"108021","JAN","9","TOTAL","99","2018",15644,
"018052","JAN","9","TOTAL","99","2014",1657,
"018052","JAN","9","TOTAL","99","2015",1670,
"018052","JAN","9","TOTAL","99","2016",1649,
"018052","JAN","9","TOTAL","99","2017",1625,
"018052","JAN","9","TOTAL","99","2018",1616,
"018053","JAN","9","TOTAL","99","2014",1736,
"018053","JAN","9","TOTAL","99","2015",1696,
"018053","JAN","9","TOTAL","99","2016",1701,
"018053","JAN","9","TOTAL","99","2017",1716,
"018053","JAN","9","TOTAL","99","2018",1680,
"018054","JAN","9","TOTAL","99","2014",811,
"018054","JAN","9","TOTAL","99","2015",807,
"018054","JAN","9","TOTAL","99","2016",812,
"018054","JAN","9","TOTAL","99","2017",797,
"018054","JAN","9","TOTAL","99","2018",804,
"015085","JAN","9","TOTAL","99","2014",18167,
"015085","JAN","9","TOTAL","99","2015",18177,
"015085","JAN","9","TOTAL","99","2016",18285,
"015085","JAN","9","TOTAL","99","2017",18366,
"015085","JAN","9","TOTAL","99","2018",18302,
"015086","JAN","9","TOTAL","99","2014",20059,
"015086","JAN","9","TOTAL","99","2015",20173,
"015086","JAN","9","TOTAL","99","2016",20118,
"015086","JAN","9","TOTAL","99","2017",20074,
"015086","JAN","9","TOTAL","99","2018",20019,
"016082","JAN","9","TOTAL","99","2014",945,
"016082","JAN","9","TOTAL","99","2015",949,
"016082","JAN","9","TOTAL","99","2016",968,
"016082","JAN","9","TOTAL","99","2017",934,
"016082","JAN","9","TOTAL","99","2018",921,
"016249","JAN","9","TOTAL","99","2014",320,
"016249","JAN","9","TOTAL","99","2015",307,
"016249","JAN","9","TOTAL","99","2016",312,
"016249","JAN","9","TOTAL","99","2017",309,
"016249","JAN","9","TOTAL","99","2018",305,
"018055","JAN","9","TOTAL","99","2014",712,
"015087","JAN","9","TOTAL","99","2014",20289,
"015087","JAN","9","TOTAL","99","2015",20355,
"015087","JAN","9","TOTAL","99","2016",20459,
"015087","JAN","9","TOTAL","99","2017",20499,
"015087","JAN","9","TOTAL","99","2018",20534,
"098021","JAN","9","TOTAL","99","2014",2933,
"098021","JAN","9","TOTAL","99","2015",2946,
"098021","JAN","9","TOTAL","99","2016",2923,
"098021","JAN","9","TOTAL","99","2017",2905,
"098021","JAN","9","TOTAL","99","2018",2920,
"098022","JAN","9","TOTAL","99","2014",1176,
"098022","JAN","9","TOTAL","99","2015",1186,
"098022","JAN","9","TOTAL","99","2016",1170,
"098022","JAN","9","TOTAL","99","2017",1144,
"098022","JAN","9","TOTAL","99","2018",1143,
"098023","JAN","9","TOTAL","99","2014",227,
"098023","JAN","9","TOTAL","99","2015",218,
"098023","JAN","9","TOTAL","99","2016",209,
"098023","JAN","9","TOTAL","99","2017",215,
"098023","JAN","9","TOTAL","99","2018",213,
"108022","JAN","9","TOTAL","99","2014",2852,
"108022","JAN","9","TOTAL","99","2015",2878,
"108022","JAN","9","TOTAL","99","2016",2941,
"108022","JAN","9","TOTAL","99","2017",2977,
"108022","JAN","9","TOTAL","99","2018",3025,
"013077","JAN","9","TOTAL","99","2014",839,
"013077","JAN","9","TOTAL","99","2015",843,
"013077","JAN","9","TOTAL","99","2016",843,
"013077","JAN","9","TOTAL","99","2017",820,
"013077","JAN","9","TOTAL","99","2018",828,
"018058","JAN","9","TOTAL","99","2014",365,
"018058","JAN","9","TOTAL","99","2015",361,
"018058","JAN","9","TOTAL","99","2016",370,
"018058","JAN","9","TOTAL","99","2017",379,
"018058","JAN","9","TOTAL","99","2018",382,
"016084","JAN","9","TOTAL","99","2014",3326,
"016084","JAN","9","TOTAL","99","2015",3368,
"016084","JAN","9","TOTAL","99","2016",3333,
"016084","JAN","9","TOTAL","99","2017",3340,
"016084","JAN","9","TOTAL","99","2018",3374,
"097026","JAN","9","TOTAL","99","2014",4779,
"097026","JAN","9","TOTAL","99","2015",4801,
"097026","JAN","9","TOTAL","99","2016",4841,
"097026","JAN","9","TOTAL","99","2017",4861,
"097026","JAN","9","TOTAL","99","2018",4839,
"016247","JAN","9","TOTAL","99","2014",977,
"016247","JAN","9","TOTAL","99","2015",977,
"016247","JAN","9","TOTAL","99","2016",933,
"016247","JAN","9","TOTAL","99","2017",918,
"016247","JAN","9","TOTAL","99","2018",912,
"016085","JAN","9","TOTAL","99","2014",604,
