"ITTER107","TIPO_DATO15","SEXISTAT1","ETA1","STATCIV2","TIME","Value","Flag Codes"
"017177","JAN","9","TOTAL","99","2015",1519,
"017177","JAN","9","TOTAL","99","2016",1471,
"017177","JAN","9","TOTAL","99","2017",1447,
"017177","JAN","9","TOTAL","99","2018",1437,
"013212","JAN","9","TOTAL","99","2014",3215,
"013212","JAN","9","TOTAL","99","2015",3216,
"013212","JAN","9","TOTAL","99","2016",3234,
"013212","JAN","9","TOTAL","99","2017",3203,
"013212","JAN","9","TOTAL","99","2018",3184,
"098053","JAN","9","TOTAL","99","2014",1996,
"098053","JAN","9","TOTAL","99","2015",1923,
"098053","JAN","9","TOTAL","99","2016",1911,
"098053","JAN","9","TOTAL","99","2017",1918,
"098053","JAN","9","TOTAL","99","2018",1878,
"108039","JAN","9","TOTAL","99","2014",44212,
"108039","JAN","9","TOTAL","99","2015",44500,
"108039","JAN","9","TOTAL","99","2016",44651,
"108039","JAN","9","TOTAL","99","2017",44962,
"108039","JAN","9","TOTAL","99","2018",45131,
"019094","JAN","9","TOTAL","99","2014",3626,
"019094","JAN","9","TOTAL","99","2015",3648,
"019094","JAN","9","TOTAL","99","2016",3605,
"019094","JAN","9","TOTAL","99","2017",3568,
"019094","JAN","9","TOTAL","99","2018",3554,
"016198","JAN","9","TOTAL","99","2014",25141,
"016198","JAN","9","TOTAL","99","2015",25276,
"016198","JAN","9","TOTAL","99","2016",25182,
"016198","JAN","9","TOTAL","99","2017",25240,
"016198","JAN","9","TOTAL","99","2018",25358,
"016199","JAN","9","TOTAL","99","2014",2153,
"016199","JAN","9","TOTAL","99","2015",2140,
"016199","JAN","9","TOTAL","99","2016",2122,
"016199","JAN","9","TOTAL","99","2017",2076,
"016199","JAN","9","TOTAL","99","2018",2077,
"017178","JAN","9","TOTAL","99","2014",3091,
"017178","JAN","9","TOTAL","99","2015",3063,
"017178","JAN","9","TOTAL","99","2016",3023,
"017178","JAN","9","TOTAL","99","2017",3021,
"017178","JAN","9","TOTAL","99","2018",3011,
"020061","JAN","9","TOTAL","99","2014",6260,
"020061","JAN","9","TOTAL","99","2015",6252,
"020061","JAN","9","TOTAL","99","2016",6189,
"020061","JAN","9","TOTAL","99","2017",6089,
"020061","JAN","9","TOTAL","99","2018",7338,
"014059","JAN","9","TOTAL","99","2014",502,
"014059","JAN","9","TOTAL","99","2015",498,
"014059","JAN","9","TOTAL","99","2016",486,
"014059","JAN","9","TOTAL","99","2017",482,
"014059","JAN","9","TOTAL","99","2018",474,
"018149","JAN","9","TOTAL","99","2014",678,
"018149","JAN","9","TOTAL","99","2015",672,
"018149","JAN","9","TOTAL","99","2016",672,
"018149","JAN","9","TOTAL","99","2017",668,
"018149","JAN","9","TOTAL","99","2018",674,
"017179","JAN","9","TOTAL","99","2014",8014,
"017179","JAN","9","TOTAL","99","2015",8128,
"017179","JAN","9","TOTAL","99","2016",8137,
"017179","JAN","9","TOTAL","99","2017",8217,
"017179","JAN","9","TOTAL","99","2018",8243,
"097075","JAN","9","TOTAL","99","2014",2397,
"097075","JAN","9","TOTAL","99","2015",2404,
"097075","JAN","9","TOTAL","99","2016",2400,
"097075","JAN","9","TOTAL","99","2017",2369,
"097075","JAN","9","TOTAL","99","2018",2337,
"097076","JAN","9","TOTAL","99","2014",2901,
"097076","JAN","9","TOTAL","99","2015",2870,
"097076","JAN","9","TOTAL","99","2016",2819,
"097076","JAN","9","TOTAL","99","2017",2811,
"097076","JAN","9","TOTAL","99","2018",2804,
"018150","JAN","9","TOTAL","99","2014",5917,
"018150","JAN","9","TOTAL","99","2015",5939,
"018150","JAN","9","TOTAL","99","2016",5989,
"018150","JAN","9","TOTAL","99","2017",6030,
"018150","JAN","9","TOTAL","99","2018",6074,
"017180","JAN","9","TOTAL","99","2014",1868,
"017180","JAN","9","TOTAL","99","2015",1880,
"017180","JAN","9","TOTAL","99","2016",1896,
"017180","JAN","9","TOTAL","99","2017",1895,
"017180","JAN","9","TOTAL","99","2018",1919,
"015213","JAN","9","TOTAL","99","2014",14093,
"015213","JAN","9","TOTAL","99","2015",14158,
"015213","JAN","9","TOTAL","99","2016",14205,
"015213","JAN","9","TOTAL","99","2017",14223,
"015213","JAN","9","TOTAL","99","2018",14163,
"019096","JAN","9","TOTAL","99","2014",986,
"019096","JAN","9","TOTAL","99","2015",978,
"019096","JAN","9","TOTAL","99","2016",958,
"019096","JAN","9","TOTAL","99","2017",934,
"019096","JAN","9","TOTAL","99","2018",925,
"013215","JAN","9","TOTAL","99","2014",2542,
"013215","JAN","9","TOTAL","99","2015",2570,
"013215","JAN","9","TOTAL","99","2016",2565,
"013215","JAN","9","TOTAL","99","2017",2602,
"013215","JAN","9","TOTAL","99","2018",2605,
"012121","JAN","9","TOTAL","99","2014",4253,
"012121","JAN","9","TOTAL","99","2015",4219,
"012121","JAN","9","TOTAL","99","2016",4212,
"012121","JAN","9","TOTAL","99","2017",4196,
"012121","JAN","9","TOTAL","99","2018",4153,
"012122","JAN","9","TOTAL","99","2014",5572,
"012122","JAN","9","TOTAL","99","2015",5564,
"012122","JAN","9","TOTAL","99","2016",5508,
"012122","JAN","9","TOTAL","99","2017",5493,
"012122","JAN","9","TOTAL","99","2018",5466,
"020063","JAN","9","TOTAL","99","2014",2577,
"020063","JAN","9","TOTAL","99","2015",2590,
"020063","JAN","9","TOTAL","99","2016",2642,
"020063","JAN","9","TOTAL","99","2017",2642,
"020063","JAN","9","TOTAL","99","2018",2631,
"108042","JAN","9","TOTAL","99","2014",4191,
"108042","JAN","9","TOTAL","99","2015",4180,
"108042","JAN","9","TOTAL","99","2016",4186,
"108042","JAN","9","TOTAL","99","2017",4194,
"108042","JAN","9","TOTAL","99","2018",4283,
"017182","JAN","9","TOTAL","99","2014",1965,
"017182","JAN","9","TOTAL","99","2015",1954,
"017182","JAN","9","TOTAL","99","2016",1917,
"017182","JAN","9","TOTAL","99","2017",1932,
"017182","JAN","9","TOTAL","99","2018",1958,
"012124","JAN","9","TOTAL","99","2014",6187,
"012124","JAN","9","TOTAL","99","2015",6221,
"012124","JAN","9","TOTAL","99","2016",6202,
"012124","JAN","9","TOTAL","99","2017",6183,
"012124","JAN","9","TOTAL","99","2018",6149,
"020064","JAN","9","TOTAL","99","2014",2168,
"020064","JAN","9","TOTAL","99","2015",2133,
"020064","JAN","9","TOTAL","99","2016",2109,
"020064","JAN","9","TOTAL","99","2017",2068,
"020064","JAN","9","TOTAL","99","2018",2023,
"020065","JAN","9","TOTAL","99","2014",21049,
"020065","JAN","9","TOTAL","99","2015",21134,
"020065","JAN","9","TOTAL","99","2016",21161,
"020065","JAN","9","TOTAL","99","2017",21211,
"020065","JAN","9","TOTAL","99","2018",21154,
"097079","JAN","9","TOTAL","99","2014",554,
"097079","JAN","9","TOTAL","99","2015",551,
"097079","JAN","9","TOTAL","99","2016",543,
"097079","JAN","9","TOTAL","99","2017",536,
"097079","JAN","9","TOTAL","99","2018",535,
"012125","JAN","9","TOTAL","99","2014",3748,
"012125","JAN","9","TOTAL","99","2015",3737,
"012125","JAN","9","TOTAL","99","2016",3709,
"012125","JAN","9","TOTAL","99","2017",3697,
"012125","JAN","9","TOTAL","99","2018",3725,
"014063","JAN","9","TOTAL","99","2014",4767,
"014063","JAN","9","TOTAL","99","2015",4722,
"014063","JAN","9","TOTAL","99","2016",4720,
"014063","JAN","9","TOTAL","99","2017",4684,
"014063","JAN","9","TOTAL","99","2018",4671,
"016210","JAN","9","TOTAL","99","2014",600,
"016210","JAN","9","TOTAL","99","2015",594,
"016210","JAN","9","TOTAL","99","2016",576,
"016210","JAN","9","TOTAL","99","2017",562,
"016210","JAN","9","TOTAL","99","2018",552,
"014064","JAN","9","TOTAL","99","2014",194,
"014064","JAN","9","TOTAL","99","2015",193,
"014064","JAN","9","TOTAL","99","2016",195,
"014064","JAN","9","TOTAL","99","2017",192,
"014064","JAN","9","TOTAL","99","2018",205,
"098056","JAN","9","TOTAL","99","2014",6222,
"098056","JAN","9","TOTAL","99","2015",6164,
"098056","JAN","9","TOTAL","99","2016",6130,
"098056","JAN","9","TOTAL","99","2017",6108,
"098056","JAN","9","TOTAL","99","2018",6012,
"013222","JAN","9","TOTAL","99","2014",5756,
"013222","JAN","9","TOTAL","99","2015",5789,
"013222","JAN","9","TOTAL","99","2016",5770,
"013222","JAN","9","TOTAL","99","2017",5805,
"013222","JAN","9","TOTAL","99","2018",5804,
"017183","JAN","9","TOTAL","99","2014",1349,
"017183","JAN","9","TOTAL","99","2015",1330,
"017183","JAN","9","TOTAL","99","2016",1303,
"017183","JAN","9","TOTAL","99","2017",1277,
"017183","JAN","9","TOTAL","99","2018",1261,
"016212","JAN","9","TOTAL","99","2014",5026,
"016212","JAN","9","TOTAL","99","2015",5029,
"016212","JAN","9","TOTAL","99","2016",5050,
"016212","JAN","9","TOTAL","99","2017",5064,
"016212","JAN","9","TOTAL","99","2018",5040,
"017184","JAN","9","TOTAL","99","2014",1109,
"017184","JAN","9","TOTAL","99","2015",1103,
"017184","JAN","9","TOTAL","99","2016",1105,
"017184","JAN","9","TOTAL","99","2017",1108,
"017184","JAN","9","TOTAL","99","2018",1105,
"019104","JAN","9","TOTAL","99","2014",449,
"019104","JAN","9","TOTAL","99","2015",445,
"019104","JAN","9","TOTAL","99","2016",444,
"019104","JAN","9","TOTAL","99","2017",443,
"019104","JAN","9","TOTAL","99","2018",431,
"017185","JAN","9","TOTAL","99","2014",1289,
"017185","JAN","9","TOTAL","99","2015",1274,
"017185","JAN","9","TOTAL","99","2016",1256,
"017185","JAN","9","TOTAL","99","2017",1232,
"017185","JAN","9","TOTAL","99","2018",1228,
"014066","JAN","9","TOTAL","99","2014",9191,
"014066","JAN","9","TOTAL","99","2015",9160,
"014066","JAN","9","TOTAL","99","2016",9130,
"014066","JAN","9","TOTAL","99","2017",9078,
"014066","JAN","9","TOTAL","99","2018",9050,
"018162","JAN","9","TOTAL","99","2014",4471,
"018162","JAN","9","TOTAL","99","2015",4452,
"018162","JAN","9","TOTAL","99","2016",4436,
"018162","JAN","9","TOTAL","99","2017",4420,
"018162","JAN","9","TOTAL","99","2018",4404,
"017188","JAN","9","TOTAL","99","2014",13747,
"017188","JAN","9","TOTAL","99","2015",13884,
"017188","JAN","9","TOTAL","99","2016",13910,
"017188","JAN","9","TOTAL","99","2017",13894,
"017188","JAN","9","TOTAL","99","2018",13930,
"012128","JAN","9","TOTAL","99","2014",4095,
"012128","JAN","9","TOTAL","99","2015",4067,
"012128","JAN","9","TOTAL","99","2016",4029,
"012128","JAN","9","TOTAL","99","2017",4086,
"012128","JAN","9","TOTAL","99","2018",4120,
"097081","JAN","9","TOTAL","99","2014",174,
"097081","JAN","9","TOTAL","99","2015",170,
"097081","JAN","9","TOTAL","99","2016",167,
"097081","JAN","9","TOTAL","99","2017",161,
"097081","JAN","9","TOTAL","99","2018",146,
"013225","JAN","9","TOTAL","99","2014",1238,
"017189","JAN","9","TOTAL","99","2014",2126,
"017189","JAN","9","TOTAL","99","2015",2124,
"017189","JAN","9","TOTAL","99","2016",2100,
"017189","JAN","9","TOTAL","99","2017",2119,
"017189","JAN","9","TOTAL","99","2018",2109,
"017190","JAN","9","TOTAL","99","2014",5459,
"017190","JAN","9","TOTAL","99","2015",5429,
"017190","JAN","9","TOTAL","99","2016",5401,
"017190","JAN","9","TOTAL","99","2017",5360,
"017190","JAN","9","TOTAL","99","2018",5398,
"016218","JAN","9","TOTAL","99","2014",9906,
"016218","JAN","9","TOTAL","99","2015",9968,
"016218","JAN","9","TOTAL","99","2016",9951,
"016218","JAN","9","TOTAL","99","2017",9874,
"016218","JAN","9","TOTAL","99","2018",9814,
"014070","JAN","9","TOTAL","99","2014",2009,
"014070","JAN","9","TOTAL","99","2015",2029,
"014070","JAN","9","TOTAL","99","2016",2030,
"014070","JAN","9","TOTAL","99","2017",2008,
"014070","JAN","9","TOTAL","99","2018",1998,
"016226","JAN","9","TOTAL","99","2014",136,
"016226","JAN","9","TOTAL","99","2015",139,
"016226","JAN","9","TOTAL","99","2016",136,
"016226","JAN","9","TOTAL","99","2017",133,
"016226","JAN","9","TOTAL","99","2018",133,
"017193","JAN","9","TOTAL","99","2014",1433,
"017193","JAN","9","TOTAL","99","2015",1437,
"017193","JAN","9","TOTAL","99","2016",1405,
"017193","JAN","9","TOTAL","99","2017",1392,
"017193","JAN","9","TOTAL","99","2018",1408,
"012051","JAN","9","TOTAL","99","2014",4022,
"012051","JAN","9","TOTAL","99","2015",4012,
"012051","JAN","9","TOTAL","99","2016",3960,
"012051","JAN","9","TOTAL","99","2017",3923,
"012051","JAN","9","TOTAL","99","2018",3874,
"097022","JAN","9","TOTAL","99","2014",4008,
"097022","JAN","9","TOTAL","99","2015",3929,
"097022","JAN","9","TOTAL","99","2016",3909,
"097022","JAN","9","TOTAL","99","2017",3853,
"097022","JAN","9","TOTAL","99","2018",3818,
"013070","JAN","9","TOTAL","99","2014",741,
"017055","JAN","9","TOTAL","99","2014",2757,
"017055","JAN","9","TOTAL","99","2015",2703,
"017055","JAN","9","TOTAL","99","2016",2733,
"017055","JAN","9","TOTAL","99","2017",2735,
"017055","JAN","9","TOTAL","99","2018",2773,
"097074","JAN","9","TOTAL","99","2014",2222,
"097074","JAN","9","TOTAL","99","2015",2205,
"097074","JAN","9","TOTAL","99","2016",2206,
"097074","JAN","9","TOTAL","99","2017",2192,
"097074","JAN","9","TOTAL","99","2018",2175,
"018141","JAN","9","TOTAL","99","2014",933,
"018141","JAN","9","TOTAL","99","2015",951,
"018141","JAN","9","TOTAL","99","2016",957,
"018141","JAN","9","TOTAL","99","2017",961,
"018141","JAN","9","TOTAL","99","2018",965,
"098050","JAN","9","TOTAL","99","2014",13080,
"098050","JAN","9","TOTAL","99","2015",13181,
"098050","JAN","9","TOTAL","99","2016",13170,
"098050","JAN","9","TOTAL","99","2017",13046,
"098050","JAN","9","TOTAL","99","2018",13202,
"018144","JAN","9","TOTAL","99","2014",832,
"018144","JAN","9","TOTAL","99","2015",820,
"018144","JAN","9","TOTAL","99","2016",818,
"018144","JAN","9","TOTAL","99","2017",796,
"018144","JAN","9","TOTAL","99","2018",777,
"020062","JAN","9","TOTAL","99","2014",1564,
"020062","JAN","9","TOTAL","99","2015",1559,
"020062","JAN","9","TOTAL","99","2016",1541,
"020062","JAN","9","TOTAL","99","2017",1498,
"020062","JAN","9","TOTAL","99","2018",1497,
"012120","JAN","9","TOTAL","99","2014",11031,
"012120","JAN","9","TOTAL","99","2015",11121,
"012120","JAN","9","TOTAL","99","2016",11079,
"012120","JAN","9","TOTAL","99","2017",11115,
"012120","JAN","9","TOTAL","99","2018",11141,
"019095","JAN","9","TOTAL","99","2014",3134,
"019095","JAN","9","TOTAL","99","2015",3138,
"019095","JAN","9","TOTAL","99","2016",3196,
"019095","JAN","9","TOTAL","99","2017",3213,
"019095","JAN","9","TOTAL","99","2018",3194,
"015209","JAN","9","TOTAL","99","2014",80932,
"015209","JAN","9","TOTAL","99","2015",81490,
"015209","JAN","9","TOTAL","99","2016",81608,
"015209","JAN","9","TOTAL","99","2017",81822,
"015209","JAN","9","TOTAL","99","2018",81773,
"015210","JAN","9","TOTAL","99","2014",7411,
"015210","JAN","9","TOTAL","99","2015",7436,
"015210","JAN","9","TOTAL","99","2016",7430,
"015210","JAN","9","TOTAL","99","2017",7399,
"015210","JAN","9","TOTAL","99","2018",7343,
"015211","JAN","9","TOTAL","99","2014",19990,
"015211","JAN","9","TOTAL","99","2015",19997,
"015211","JAN","9","TOTAL","99","2016",19913,
"015211","JAN","9","TOTAL","99","2017",20063,
"015211","JAN","9","TOTAL","99","2018",20060,
"108040","JAN","9","TOTAL","99","2014",23240,
"108040","JAN","9","TOTAL","99","2015",23360,
"108040","JAN","9","TOTAL","99","2016",23431,
"108040","JAN","9","TOTAL","99","2017",23474,
"108040","JAN","9","TOTAL","99","2018",23456,
"016200","JAN","9","TOTAL","99","2014",1761,
"016200","JAN","9","TOTAL","99","2015",1782,
"016200","JAN","9","TOTAL","99","2016",1785,
"016200","JAN","9","TOTAL","99","2017",1795,
"016200","JAN","9","TOTAL","99","2018",1799,
"016251","JAN","9","TOTAL","99","2014",2044,
"016251","JAN","9","TOTAL","99","2015",2043,
"016251","JAN","9","TOTAL","99","2016",2079,
"016251","JAN","9","TOTAL","99","2017",2072,
"016251","JAN","9","TOTAL","99","2018",2075,
"098054","JAN","9","TOTAL","99","2014",3834,
"098054","JAN","9","TOTAL","99","2015",3825,
"098054","JAN","9","TOTAL","99","2016",3811,
"098054","JAN","9","TOTAL","99","2017",3824,
"098054","JAN","9","TOTAL","99","2018",3797,
"012123","JAN","9","TOTAL","99","2014",17684,
"012123","JAN","9","TOTAL","99","2015",17745,
"012123","JAN","9","TOTAL","99","2016",17779,
"012123","JAN","9","TOTAL","99","2017",17884,
"012123","JAN","9","TOTAL","99","2018",17919,
"018151","JAN","9","TOTAL","99","2014",1135,
"018151","JAN","9","TOTAL","99","2015",1142,
"018151","JAN","9","TOTAL","99","2016",1145,
"018151","JAN","9","TOTAL","99","2017",1147,
"018151","JAN","9","TOTAL","99","2018",1156,
"019097","JAN","9","TOTAL","99","2014",7800,
"019097","JAN","9","TOTAL","99","2015",7757,
"019097","JAN","9","TOTAL","99","2016",7691,
"019097","JAN","9","TOTAL","99","2017",7665,
"019097","JAN","9","TOTAL","99","2018",7648,
"014060","JAN","9","TOTAL","99","2014",4183,
"014060","JAN","9","TOTAL","99","2015",4173,
"014060","JAN","9","TOTAL","99","2016",4136,
"014060","JAN","9","TOTAL","99","2017",4159,
"014060","JAN","9","TOTAL","99","2018",4114,
"016201","JAN","9","TOTAL","99","2014",728,
"016201","JAN","9","TOTAL","99","2015",725,
"016201","JAN","9","TOTAL","99","2016",719,
"016201","JAN","9","TOTAL","99","2017",727,
"016201","JAN","9","TOTAL","99","2018",706,
"017181","JAN","9","TOTAL","99","2014",1277,
"017181","JAN","9","TOTAL","99","2015",1269,
"017181","JAN","9","TOTAL","99","2016",1264,
"017181","JAN","9","TOTAL","99","2017",1265,
"017181","JAN","9","TOTAL","99","2018",1265,
"098055","JAN","9","TOTAL","99","2014",3231,
"098055","JAN","9","TOTAL","99","2015",3299,
"098055","JAN","9","TOTAL","99","2016",3322,
"098055","JAN","9","TOTAL","99","2017",3352,
"098055","JAN","9","TOTAL","99","2018",3415,
"019098","JAN","9","TOTAL","99","2014",9077,
"019098","JAN","9","TOTAL","99","2015",9063,
"019098","JAN","9","TOTAL","99","2016",8964,
"019098","JAN","9","TOTAL","99","2017",8948,
"019098","JAN","9","TOTAL","99","2018",8915,
"013216","JAN","9","TOTAL","99","2014",1242,
"013216","JAN","9","TOTAL","99","2015",1259,
"013216","JAN","9","TOTAL","99","2016",1246,
"013216","JAN","9","TOTAL","99","2017",1258,
"013216","JAN","9","TOTAL","99","2018",1270,
"016202","JAN","9","TOTAL","99","2014",9206,
"016202","JAN","9","TOTAL","99","2015",9170,
"016202","JAN","9","TOTAL","99","2016",9073,
"016202","JAN","9","TOTAL","99","2017",9021,
"016202","JAN","9","TOTAL","99","2018",9042,
"013217","JAN","9","TOTAL","99","2014",638,
"013217","JAN","9","TOTAL","99","2015",627,
"013217","JAN","9","TOTAL","99","2016",639,
"013217","JAN","9","TOTAL","99","2017",638,
"013217","JAN","9","TOTAL","99","2018",631,
"019099","JAN","9","TOTAL","99","2014",3184,
"019099","JAN","9","TOTAL","99","2015",3186,
"019099","JAN","9","TOTAL","99","2016",3174,
"019099","JAN","9","TOTAL","99","2017",3103,
"019099","JAN","9","TOTAL","99","2018",3057,
"016203","JAN","9","TOTAL","99","2014",4348,
"016203","JAN","9","TOTAL","99","2015",4357,
"016203","JAN","9","TOTAL","99","2016",4408,
"016203","JAN","9","TOTAL","99","2017",4503,
"016203","JAN","9","TOTAL","99","2018",4505,
"016204","JAN","9","TOTAL","99","2014",5477,
"016204","JAN","9","TOTAL","99","2015",5460,
"016204","JAN","9","TOTAL","99","2016",5385,
"016204","JAN","9","TOTAL","99","2017",5350,
"016204","JAN","9","TOTAL","99","2018",5319,
"108041","JAN","9","TOTAL","99","2014",8311,
"108041","JAN","9","TOTAL","99","2015",8381,
"108041","JAN","9","TOTAL","99","2016",8393,
"108041","JAN","9","TOTAL","99","2017",8347,
"108041","JAN","9","TOTAL","99","2018",8381,
"018152","JAN","9","TOTAL","99","2014",609,
"018152","JAN","9","TOTAL","99","2015",616,
"018152","JAN","9","TOTAL","99","2016",605,
"018152","JAN","9","TOTAL","99","2017",606,
"018152","JAN","9","TOTAL","99","2018",575,
"019100","JAN","9","TOTAL","99","2014",1567,
"019100","JAN","9","TOTAL","99","2015",1549,
"019100","JAN","9","TOTAL","99","2016",1537,
"019100","JAN","9","TOTAL","99","2017",1508,
"019100","JAN","9","TOTAL","99","2018",1512,
"019101","JAN","9","TOTAL","99","2014",615,
"019101","JAN","9","TOTAL","99","2015",608,
"019101","JAN","9","TOTAL","99","2016",611,
"019101","JAN","9","TOTAL","99","2017",608,
"019101","JAN","9","TOTAL","99","2018",609,
"019102","JAN","9","TOTAL","99","2014",6993,
"019102","JAN","9","TOTAL","99","2015",6902,
"019102","JAN","9","TOTAL","99","2016",6895,
"019102","JAN","9","TOTAL","99","2017",6843,
"019102","JAN","9","TOTAL","99","2018",6873,
"016205","JAN","9","TOTAL","99","2014",1029,
"016205","JAN","9","TOTAL","99","2015",1018,
"016205","JAN","9","TOTAL","99","2016",1029,
"016205","JAN","9","TOTAL","99","2017",1033,
"016205","JAN","9","TOTAL","99","2018",1023,
"016206","JAN","9","TOTAL","99","2014",5714,
"016206","JAN","9","TOTAL","99","2015",5698,
"016206","JAN","9","TOTAL","99","2016",5700,
"016206","JAN","9","TOTAL","99","2017",5702,
"016206","JAN","9","TOTAL","99","2018",5730,
"014062","JAN","9","TOTAL","99","2014",99,
"014062","JAN","9","TOTAL","99","2015",96,
"014062","JAN","9","TOTAL","99","2016",97,
"014062","JAN","9","TOTAL","99","2017",93,
"014062","JAN","9","TOTAL","99","2018",87,
"019103","JAN","9","TOTAL","99","2014",1570,
"019103","JAN","9","TOTAL","99","2015",1564,
"019103","JAN","9","TOTAL","99","2016",1554,
"019103","JAN","9","TOTAL","99","2017",1550,
"019103","JAN","9","TOTAL","99","2018",1529,
"013218","JAN","9","TOTAL","99","2014",627,
"013218","JAN","9","TOTAL","99","2015",628,
"013218","JAN","9","TOTAL","99","2016",615,
"013218","JAN","9","TOTAL","99","2017",614,
"013218","JAN","9","TOTAL","99","2018",604,
"016207","JAN","9","TOTAL","99","2014",13068,
"016207","JAN","9","TOTAL","99","2015",13019,
"016207","JAN","9","TOTAL","99","2016",13018,
"016207","JAN","9","TOTAL","99","2017",13067,
"016207","JAN","9","TOTAL","99","2018",13112,
"016211","JAN","9","TOTAL","99","2014",2143,
"016211","JAN","9","TOTAL","99","2015",2119,
"016211","JAN","9","TOTAL","99","2016",2101,
"016211","JAN","9","TOTAL","99","2017",2079,
"016211","JAN","9","TOTAL","99","2018",2042,
"014065","JAN","9","TOTAL","99","2014",4633,
"014065","JAN","9","TOTAL","99","2015",4611,
"014065","JAN","9","TOTAL","99","2016",4540,
"014065","JAN","9","TOTAL","99","2017",4521,
"014065","JAN","9","TOTAL","99","2018",4534,
"012126","JAN","9","TOTAL","99","2014",2520,
"012126","JAN","9","TOTAL","99","2015",2542,
"012126","JAN","9","TOTAL","99","2016",2555,
"012126","JAN","9","TOTAL","99","2017",2557,
"012126","JAN","9","TOTAL","99","2018",2581,
"016213","JAN","9","TOTAL","99","2014",7962,
"016213","JAN","9","TOTAL","99","2015",8014,
"016213","JAN","9","TOTAL","99","2016",8014,
"016213","JAN","9","TOTAL","99","2017",8046,
"016213","JAN","9","TOTAL","99","2018",8106,
"098057","JAN","9","TOTAL","99","2014",913,
"098057","JAN","9","TOTAL","99","2015",898,
"098057","JAN","9","TOTAL","99","2016",897,
"098057","JAN","9","TOTAL","99","2017",914,
"098057","JAN","9","TOTAL","99","2018",918,
"017186","JAN","9","TOTAL","99","2014",6537,
"017186","JAN","9","TOTAL","99","2015",6539,
"017186","JAN","9","TOTAL","99","2016",6522,
"017186","JAN","9","TOTAL","99","2017",6562,
"017186","JAN","9","TOTAL","99","2018",6571,
"019105","JAN","9","TOTAL","99","2014",469,
"019105","JAN","9","TOTAL","99","2015",472,
"019105","JAN","9","TOTAL","99","2016",469,
"019105","JAN","9","TOTAL","99","2017",469,
"019105","JAN","9","TOTAL","99","2018",475,
"019106","JAN","9","TOTAL","99","2014",490,
"019106","JAN","9","TOTAL","99","2015",468,
"019106","JAN","9","TOTAL","99","2016",448,
"019106","JAN","9","TOTAL","99","2017",461,
"019106","JAN","9","TOTAL","99","2018",478,
"013223","JAN","9","TOTAL","99","2014",1180,
"013223","JAN","9","TOTAL","99","2015",1184,
"013223","JAN","9","TOTAL","99","2016",1155,
"013223","JAN","9","TOTAL","99","2017",1136,
"013223","JAN","9","TOTAL","99","2018",1137,
"018155","JAN","9","TOTAL","99","2014",1714,
"018155","JAN","9","TOTAL","99","2015",1692,
"018155","JAN","9","TOTAL","99","2016",1680,
"018155","JAN","9","TOTAL","99","2017",1674,
"018155","JAN","9","TOTAL","99","2018",1646,
"018156","JAN","9","TOTAL","99","2014",583,
"018156","JAN","9","TOTAL","99","2015",581,
"018156","JAN","9","TOTAL","99","2016",567,
"018156","JAN","9","TOTAL","99","2017",556,
"018156","JAN","9","TOTAL","99","2018",557,
"016214","JAN","9","TOTAL","99","2014",8646,
"016214","JAN","9","TOTAL","99","2015",8703,
"016214","JAN","9","TOTAL","99","2016",8690,
"016214","JAN","9","TOTAL","99","2017",8737,
"016214","JAN","9","TOTAL","99","2018",8755,
"018157","JAN","9","TOTAL","99","2014",978,
"018157","JAN","9","TOTAL","99","2015",977,
"018157","JAN","9","TOTAL","99","2016",966,
"018157","JAN","9","TOTAL","99","2017",972,
"018157","JAN","9","TOTAL","99","2018",953,
"097080","JAN","9","TOTAL","99","2014",2044,
"097080","JAN","9","TOTAL","99","2015",2079,
"097080","JAN","9","TOTAL","99","2016",2072,
"097080","JAN","9","TOTAL","99","2017",2077,
"097080","JAN","9","TOTAL","99","2018",2135,
"018158","JAN","9","TOTAL","99","2014",333,
"018158","JAN","9","TOTAL","99","2015",332,
"018158","JAN","9","TOTAL","99","2016",329,
"018158","JAN","9","TOTAL","99","2017",317,
"018158","JAN","9","TOTAL","99","2018",319,
"019107","JAN","9","TOTAL","99","2014",1774,
"019107","JAN","9","TOTAL","99","2015",1769,
"019107","JAN","9","TOTAL","99","2016",1737,
"019107","JAN","9","TOTAL","99","2017",1697,
"019107","JAN","9","TOTAL","99","2018",1680,
"016216","JAN","9","TOTAL","99","2014",2367,
"016216","JAN","9","TOTAL","99","2015",2416,
"016216","JAN","9","TOTAL","99","2016",2436,
"016216","JAN","9","TOTAL","99","2017",2447,
"016216","JAN","9","TOTAL","99","2018",2470,
"014067","JAN","9","TOTAL","99","2014",803,
"014067","JAN","9","TOTAL","99","2015",791,
"014067","JAN","9","TOTAL","99","2016",773,
"014067","JAN","9","TOTAL","99","2017",769,
"014067","JAN","9","TOTAL","99","2018",752,
"018159","JAN","9","TOTAL","99","2014",2406,
"018159","JAN","9","TOTAL","99","2015",2403,
"018159","JAN","9","TOTAL","99","2016",2417,
"018159","JAN","9","TOTAL","99","2017",2406,
"018159","JAN","9","TOTAL","99","2018",2405,
"016217","JAN","9","TOTAL","99","2014",1115,
"016217","JAN","9","TOTAL","99","2015",1079,
"016217","JAN","9","TOTAL","99","2016",1068,
"016217","JAN","9","TOTAL","99","2017",1063,
"016217","JAN","9","TOTAL","99","2018",1067,
"018160","JAN","9","TOTAL","99","2014",3512,
